ecephys_session_id,specimen_id,cohort,area,n_units,azimuth_median_deg,azimuth_q25_deg,azimuth_q75_deg,elevation_median_deg,elevation_q25_deg,elevation_q75_deg,median_radial_dispersion_deg,cov_azimuth_deg2,cov_elevation_deg2,cov_azimuth_elevation_deg2,rf_area_median_deg2
719161530,703279284,Brain Observatory 1.1,V1,82.0,76.667,71.625,80.0,5.0,2.7082500000000014,5.75,5.921688019475527,160.63789336419728,95.29764889852457,-43.542257999999954,500.0
721123822,707296982,Brain Observatory 1.1,AL,89.0,73.333,60.0,85.0,30.0,20.0,37.5,17.323882041851938,364.82627945888675,250.1152549131767,-1.3736443116700499,600.0
721123822,707296982,Brain Observatory 1.1,AM,65.0,44.167,35.0,56.0,-5.713999999999999,-12.0,5.0,16.82406493686945,301.59530567884616,156.75995061634617,-57.54434166322115,800.0
721123822,707296982,Brain Observatory 1.1,LM,61.0,15.0,10.0,22.857,20.0,10.0,28.0,13.437551041763527,172.03774215409817,204.15681365245916,-23.955183837158465,400.0
721123822,707296982,Brain Observatory 1.1,RL,71.0,48.75,40.0,56.528,-20.0,-25.0,-13.7855,11.25,251.5266466498994,170.79945073883306,17.045376298189137,800.0
721123822,707296982,Brain Observatory 1.1,V1,58.0,55.0,50.0,61.85725,5.0,5.0,8.249750000000004,7.0710678118654755,205.65785932637624,79.52607482274657,29.175669364186316,550.0
732592105,717038288,Brain Observatory 1.1,AL,88.0,86.0,79.72225,90.0,-5.0,-10.5555,3.3077499999999986,9.917789640300013,460.13830170533,178.47314292319746,-123.54547928108656,450.0
732592105,717038288,Brain Observatory 1.1,LM,47.0,45.0,35.0,55.0,50.0,46.0,50.0,10.0,318.8642736068456,208.25183420906552,-44.012171806660504,300.0
732592105,717038288,Brain Observatory 1.1,PM,85.0,60.588,53.33300000000001,75.833,6.6669999999999945,-2.5,14.0,18.644748134528392,348.3408842613447,195.32256999075642,-89.85082623767507,800.0
732592105,717038288,Brain Observatory 1.1,RL,76.0,16.905,11.875,28.74975,-10.0,-15.0,-5.0,8.525199411157491,340.80675177315777,229.6416706222807,24.941553887543872,400.0
732592105,717038288,Brain Observatory 1.1,V1,154.0,55.0,50.0,58.64575000000001,15.0,10.0,16.667,7.0710678118654755,143.26533102966633,87.48735849045084,-17.801095078176733,500.0
737581020,718643567,Brain Observatory 1.1,LM,28.0,20.6665,14.75,35.0,29.110999999999997,20.0,36.558749999999996,13.211293692149932,143.97994583068783,102.87758781349208,-23.19576673544973,500.0
737581020,718643567,Brain Observatory 1.1,PM,23.0,28.571,18.6605,44.375,46.0,45.2275,46.548,11.172154716078722,410.1904976758893,4.548209355731226,18.358319618577074,700.0
737581020,718643567,Brain Observatory 1.1,RL,77.0,13.333,10.0,18.75,14.0,0.0,18.0,9.597337599563746,228.30776600410124,316.79306588721795,-73.93584670112783,300.0
737581020,718643567,Brain Observatory 1.1,V1,85.0,56.667,54.444,63.33300000000001,13.332999999999998,11.25,15.0,5.375293294323578,87.21196852885147,60.78357380476184,11.94399874523811,400.0
739448407,716813543,Brain Observatory 1.1,AM,68.0,76.9925,63.33300000000001,85.7855,0.0,-10.3125,5.1785,14.50543195668436,351.7300777006143,184.61251947563647,-0.9651990610184203,600.0
739448407,716813543,Brain Observatory 1.1,LM,49.0,22.5,18.0,33.75,30.0,25.0,35.0,10.978177808725817,195.9413521003402,83.37623428826528,15.850771296343542,500.0
739448407,716813543,Brain Observatory 1.1,RL,66.0,54.5,32.857,65.5355,-24.5,-26.0,-15.05425,16.445142390167007,436.7521235487182,187.03415222214466,-69.76630696410257,600.0
739448407,716813543,Brain Observatory 1.1,V1,40.0,28.2855,22.99975,35.0,18.333,15.0,22.125,7.979613727075894,182.22148439423074,76.99735374102566,-60.57721017307695,600.0
742951821,723627604,Brain Observatory 1.1,AL,61.0,43.846,34.0,51.667,31.667,22.0,40.0,13.79835515559735,317.75455325136613,281.4580642169398,-56.931732923770475,700.0
742951821,723627604,Brain Observatory 1.1,LM,69.0,58.0,42.667,75.0,37.143,22.0,42.30800000000001,23.360917126688328,524.4571531615514,478.7142974475704,-46.31847108248087,600.0
742951821,723627604,Brain Observatory 1.1,PM,35.0,48.0,38.75,60.0,45.714,39.0475,47.5,12.742440739512977,341.1186560285715,238.66384928067245,-52.02961952605044,700.0
742951821,723627604,Brain Observatory 1.1,RL,80.0,40.0,34.0,52.5,-20.0,-25.1785,-13.833250000000003,11.180339887498949,253.6631962960444,229.32416323908222,18.011737965348097,600.0
742951821,723627604,Brain Observatory 1.1,V1,81.0,65.0,61.429,70.0,5.0,5.0,8.333000000000006,5.0,157.34262411111115,58.980344327777715,-9.187771069444445,500.0
743475441,722882755,Brain Observatory 1.1,AM,53.0,82.85700000000001,69.41199999999999,86.667,40.0,35.333,45.0,8.719085330469005,376.0969423904213,166.16679884978228,106.37030201959361,600.0
743475441,722882755,Brain Observatory 1.1,LM,57.0,10.0,10.0,14.0,5.0,3.333000000000005,8.0,5.0,31.852002040100267,40.49149545551379,5.799726359649124,300.0
743475441,722882755,Brain Observatory 1.1,RL,110.0,25.96,17.35725,34.75,-18.541500000000006,-22.1665,-12.26925,11.12763303912169,190.25409065796504,260.9627186256046,41.188554693327795,600.0
744228101,719817805,Brain Observatory 1.1,AL,49.0,70.0,60.0,77.143,46.667,40.0,50.0,10.540820129382722,347.1157577108843,105.98733582993202,4.644639624574834,500.0
744228101,719817805,Brain Observatory 1.1,LM,40.0,18.375,13.12475,21.4375,35.0,29.84375,40.0,8.254733490549528,119.16489181987178,92.48514453782049,-36.18719684038461,500.0
744228101,719817805,Brain Observatory 1.1,RL,41.0,42.5,34.0,51.25,-5.7890000000000015,-11.666999999999994,0.0,11.9058114381171,225.68961677195125,180.2145985304878,45.67715431097561,700.0
744228101,719817805,Brain Observatory 1.1,V1,56.0,65.0,63.124750000000006,72.33324999999999,15.0,13.9375,17.35725,7.0710678118654755,89.64185749058441,42.124255755519464,6.743302966558446,500.0
746083955,726170935,Brain Observatory 1.1,AL,27.0,70.0,42.8335,77.5715,46.0,41.6665,50.0,12.0,518.9820827948718,283.7816847378918,20.318691662393174,400.0
746083955,726170935,Brain Observatory 1.1,LM,24.0,73.47200000000001,57.8125,81.25,4.807500000000001,-7.5,11.322000000000001,16.52912097632538,465.25120659239127,266.3562499402175,-128.82281134239133,800.0
746083955,726170935,Brain Observatory 1.1,PM,164.0,52.666500000000006,30.50025,67.1755,-2.2650000000000023,-16.041500000000003,10.119,24.467395298336456,500.6466254248092,331.283374895855,-160.17510594104445,800.0
746083955,726170935,Brain Observatory 1.1,RL,58.0,16.125,10.0,25.90925,5.0,-3.560250000000001,12.000250000000001,11.225619711135732,112.29289738566234,152.69710944948574,-23.710290522081074,500.0
746083955,726170935,Brain Observatory 1.1,V1,45.0,30.0,25.0,35.0,11.667000000000002,10.0,15.0,6.872004438298917,360.8620697191918,125.78520957272731,79.60133762424245,500.0
750332458,726141251,Brain Observatory 1.1,AL,108.0,22.9165,17.944499999999998,30.0,35.682,25.0,42.857,11.603527520525283,159.27092810894771,187.43234490576327,19.541190367341645,600.0
750332458,726141251,Brain Observatory 1.1,AM,70.0,45.7145,25.0,58.193000000000005,9.375,0.6249999999999991,19.8215,20.93838958332865,406.53888267826096,229.60837807950304,3.2181391507246313,800.0
750332458,726141251,Brain Observatory 1.1,LM,65.0,14.0,10.0,20.0,20.0,15.0,25.0,7.211102550927978,279.38509519615343,108.10370151346157,-19.777565393990386,400.0
750332458,726141251,Brain Observatory 1.1,RL,56.0,20.0,14.0,25.96575,-8.375,-13.749750000000004,0.5,10.927630176058234,220.7223533701299,257.10717750616885,-20.077724239610397,600.0
750332458,726141251,Brain Observatory 1.1,V1,103.0,46.667,40.0,52.0,15.0,13.094999999999999,17.032999999999998,8.332999999999998,119.10817652941171,94.32260135351224,-12.526187588235294,500.0
750749662,726162197,Brain Observatory 1.1,AL,57.0,70.833,64.286,83.75,27.143,21.667,32.0,13.726118825072149,172.19937235213027,87.03783232017543,26.072655264411015,800.0
750749662,726162197,Brain Observatory 1.1,AM,64.0,82.92850000000001,70.882,87.5,10.0,4.8215,18.74975,12.804180853986425,240.23682104761883,157.22197150694447,-48.926150833333374,750.0
750749662,726162197,Brain Observatory 1.1,LM,17.0,60.0,60.0,65.0,40.0,28.75,45.0,7.0710678118654755,139.44417184558822,77.59667176470589,17.04112435294117,500.0
750749662,726162197,Brain Observatory 1.1,PM,45.0,40.0,25.714,46.364,46.0,42.0,50.0,10.770329614269007,277.0922337555554,121.67685769191917,9.197217694444443,500.0
750749662,726162197,Brain Observatory 1.1,RL,57.0,31.25,18.75,37.143,10.0,0.8330000000000055,13.845999999999997,15.542281042369556,180.9113884743108,245.37808314160392,46.18893429479951,700.0
750749662,726162197,Brain Observatory 1.1,V1,92.0,53.33300000000001,46.667,55.0,15.0,14.214499999999997,17.8125,6.009067232108498,133.18720468645478,69.11284087482086,-1.6081114345437149,450.0
751348571,732548380,Brain Observatory 1.1,AM,72.0,72.5,50.0,84.0625,2.6785,-6.166749999999996,10.0,16.935258335444907,408.39882987773865,303.4600452908842,-25.515897207550854,700.0
751348571,732548380,Brain Observatory 1.1,LM,28.0,62.6785,55.0,70.71424999999999,10.0,8.645750000000001,16.915750000000003,9.653874276322945,138.02730093518522,85.4575749153439,-59.95567416666667,800.0
751348571,732548380,Brain Observatory 1.1,PM,56.0,31.25,20.0,40.0,40.0,22.96875,45.0,12.997551741729435,300.31818869480503,284.1772763623376,-54.77712444805196,800.0
751348571,732548380,Brain Observatory 1.1,RL,128.0,22.0,14.8215,35.0,20.625,-4.464500000000001,42.0,26.120453591343594,357.7884386367494,563.6032138966538,-39.98998592987204,600.0
751348571,732548380,Brain Observatory 1.1,V1,74.0,55.0,50.0,60.0,0.0,-3.333000000000005,5.0,6.238208426216916,172.13184503221018,56.78594627175122,-30.519742666790066,450.0
754312389,719828690,Brain Observatory 1.1,AL,48.0,84.5,75.75,87.5,28.0,20.78975,39.0625,13.200378782444085,228.5912741059397,253.38931032934397,72.35774619991133,600.0
754312389,719828690,Brain Observatory 1.1,AM,83.0,50.0,40.0,66.1115,-11.817999999999998,-20.357,-3.508500000000005,18.599062449489224,296.9033718871584,223.28309395944768,-111.40353621054948,600.0
754312389,719828690,Brain Observatory 1.1,LM,6.0,44.3335,17.66675,60.0,-3.3180000000000005,-13.658749999999998,4.25,22.0670970348144,639.8681783,131.7545783,-83.98862170000002,1000.0
754312389,719828690,Brain Observatory 1.1,PM,29.0,37.143,25.0,42.308,8.0,3.076999999999998,13.332999999999998,15.14273584924468,358.6704623817734,243.1297750049262,-239.43240198152705,800.0
754312389,719828690,Brain Observatory 1.1,RL,48.0,22.3335,14.8215,32.49975,-12.0,-22.1205,-1.8332500000000005,13.239211975522572,485.64914809530137,344.9089296910461,150.34439148182622,600.0
754312389,719828690,Brain Observatory 1.1,V1,144.0,45.0,39.875,50.0,5.0,2.7677500000000004,6.0625,8.49810437685958,152.20527486538506,80.31202500213679,-25.400612648601403,400.0
754829445,726298253,Brain Observatory 1.1,AM,56.0,85.0,80.0,87.5,12.0,-8.0025,19.0625,9.741928376588746,173.99940299090898,362.05744732435056,29.901414659090914,550.0
754829445,726298253,Brain Observatory 1.1,PM,23.0,30.667,20.625,45.0,46.0,40.069500000000005,50.0,12.828771920959545,358.53144930039525,406.7028298063242,-60.04429443478261,500.0
754829445,726298253,Brain Observatory 1.1,RL,40.0,51.0,32.664249999999996,61.25,46.3335,43.076750000000004,50.0,16.911344394821125,466.7886580102565,224.61073412243582,151.51483420769233,450.0
754829445,726298253,Brain Observatory 1.1,V1,141.0,65.0,50.0,71.818,5.0,-2.857000000000003,13.332999999999998,14.142135623730951,355.61309002674756,169.7135127499495,-84.97680067173249,500.0
755434585,730760270,Brain Observatory 1.1,AL,53.0,79.0,72.0,85.0,38.0,25.0,41.25,9.848857801796104,246.56899252249633,329.4998323744559,138.54613671698112,700.0
755434585,730760270,Brain Observatory 1.1,AM,109.0,56.667,40.0,75.833,-2.857000000000003,-13.333000000000006,6.6669999999999945,24.38496339960345,528.0152929300032,257.7843287538226,-71.12712324337411,800.0
755434585,730760270,Brain Observatory 1.1,LM,35.0,65.0,60.0,75.3845,5.0,2.6785,13.172999999999998,15.665945135867164,398.8168449109244,215.61141208067235,-72.04889514957983,700.0
755434585,730760270,Brain Observatory 1.1,PM,85.0,31.739,22.0,40.0,24.0,18.0,30.0,15.454711935199569,344.7993977893557,170.06209905966386,7.13370356148459,700.0
755434585,730760270,Brain Observatory 1.1,RL,54.0,35.9165,18.1875,48.214,-12.678500000000003,-20.0,-5.0,20.08683428310127,374.0295887732355,460.50955414535287,-12.21544475611459,600.0
755434585,730760270,Brain Observatory 1.1,V1,141.0,56.667,52.0,60.0,5.0,3.75,8.0,6.667000000000002,152.34386137933146,73.66025807477199,-45.31056902796352,400.0
756029989,734865738,Brain Observatory 1.1,AL,74.0,85.0,73.333,87.5,16.905,15.0,33.75,11.531882453494347,268.548868863569,218.49809622213994,-18.607967290262852,500.0
756029989,734865738,Brain Observatory 1.1,AM,83.0,53.636,42.301,66.905,-2.5,-6.571499999999997,5.0,18.66709661409615,415.4441073499854,370.6036362030561,-4.413284477372916,700.0
756029989,734865738,Brain Observatory 1.1,LM,63.0,40.0,35.5,50.0,35.556,30.0,41.4585,11.439804893441146,235.28686544700463,259.614197124424,-86.46417978571426,600.0
756029989,734865738,Brain Observatory 1.1,PM,91.0,22.5,18.0,31.25,38.0,28.375,44.222,12.257650672131263,205.27086700830287,254.15061395042719,-40.72762218547007,600.0
756029989,734865738,Brain Observatory 1.1,RL,22.0,13.6665,10.0,23.54175,-5.0,-11.5,12.708250000000001,8.548229636149443,842.3798849177488,425.6599487532467,319.109796017316,400.0
756029989,734865738,Brain Observatory 1.1,V1,90.0,54.5,50.0,56.50025,2.5,0.0,5.0,7.026621781089936,130.31536242696635,70.22705405605498,-21.10294577153558,450.0
757216464,733457989,Brain Observatory 1.1,AL,86.0,23.636,18.0,30.0,40.0,32.21425,45.0,9.393881257018931,190.92998143050607,229.94755250889207,-61.307098670314616,600.0
757216464,733457989,Brain Observatory 1.1,AM,74.0,85.0,73.08324999999999,89.375,25.0,15.0,31.6665,11.461363774649616,397.30152401851115,295.64047898926356,57.0771652939652,500.0
757216464,733457989,Brain Observatory 1.1,LM,86.0,75.0,65.0,81.38425000000001,20.0,13.14275,25.0,11.180339887498949,171.04781483885094,163.4234086752394,37.550299468673046,600.0
757216464,733457989,Brain Observatory 1.1,RL,43.0,36.667,18.3335,40.0,0.0,-8.3975,5.5,18.087735430395927,454.3593767331118,145.65868775968988,19.43548806810631,600.0
757216464,733457989,Brain Observatory 1.1,V1,149.0,50.0,45.0,55.0,15.0,12.5,18.0,7.0710678118654755,175.67324963758418,88.46104223517128,-1.5010455916923642,400.0
757970808,730756780,Brain Observatory 1.1,AL,82.0,62.0,55.0,74.90375,46.3335,41.0625,50.0,13.004277075254894,328.68286857271875,256.0876838265581,15.043268295392961,400.0
757970808,730756780,Brain Observatory 1.1,AM,84.0,47.634,35.0,60.0,-5.0,-10.277750000000001,2.7082500000000014,16.33613832151689,425.5407669776247,330.02868064027564,-17.51406845955249,700.0
757970808,730756780,Brain Observatory 1.1,RL,69.0,20.0,15.0,30.909,5.0,-3.75,10.0,13.913546528473605,249.67341181969303,150.20735223017903,72.86818345907925,700.0
757970808,730756780,Brain Observatory 1.1,V1,148.0,31.667,25.0,37.143,8.541500000000003,5.0,12.975999999999999,8.792351613651787,121.53123116763187,75.97696619061409,-9.276664634813393,450.0
758798717,735109609,Brain Observatory 1.1,AL,118.0,52.5,42.878,65.0,-1.625,-15.0,5.0,18.50653164269481,363.4508723221787,247.24229102658256,-11.614875273359393,700.0
758798717,735109609,Brain Observatory 1.1,AM,64.0,71.625,49.26475000000001,81.25,24.642999999999997,16.25025,36.923249999999996,17.610833682001672,617.4579660595241,291.57423584300597,-115.55760796527777,700.0
758798717,735109609,Brain Observatory 1.1,PM,39.0,25.556,19.375,33.623000000000005,41.429,37.75,45.0,9.461246059584328,157.07405709851548,129.95485328070183,-67.80005266666666,800.0
758798717,735109609,Brain Observatory 1.1,V1,83.0,46.667,41.0,51.8335,13.332999999999998,10.0,15.0,6.872246939684286,134.8827302215692,60.878198568909795,2.3827029638554156,400.0
759883607,740268986,Brain Observatory 1.1,AL,63.0,75.0,60.0,86.0,-15.0,-20.788000000000004,-1.169000000000004,18.027756377319946,458.77213051510506,222.51662523963142,-122.08069088556066,600.0
759883607,740268986,Brain Observatory 1.1,AM,76.0,35.0,25.84625,45.0,5.0,-0.2272500000000015,13.104249999999999,12.38207301475169,277.9407024687719,183.6803204638597,43.183958872280726,800.0
759883607,740268986,Brain Observatory 1.1,PM,79.0,42.857,34.807500000000005,50.0,18.0,13.764499999999998,25.0,11.342991889268022,188.34529392405054,123.31147761181438,-45.19118567348265,600.0
759883607,740268986,Brain Observatory 1.1,V1,90.0,43.333,38.1875,45.0,9.473500000000001,5.0,11.91675,5.675535239287358,145.26798856179784,129.0546369118601,33.01508256179776,550.0
760345702,739783171,Brain Observatory 1.1,AL,69.0,47.5,37.857,55.0,-8.666999999999998,-14.000000000000004,-5.0,12.676391008485028,260.71897460272805,288.4979321419438,18.53844792135551,800.0
760345702,739783171,Brain Observatory 1.1,AM,47.0,69.167,50.0,79.09100000000001,-5.0,-12.158999999999999,2.5,15.092345377707204,362.81115786679004,142.7851222025902,-12.820165172987966,800.0
760345702,739783171,Brain Observatory 1.1,LM,76.0,45.0,32.52725,55.0,28.75,23.87825,40.0,16.25,248.61545022807013,188.29901006315785,39.30658473543859,700.0
760345702,739783171,Brain Observatory 1.1,PM,55.0,32.0,29.0,40.0,6.6669999999999945,3.0950000000000024,11.389000000000003,9.333000000000006,135.98651167474748,82.35378816363638,-43.48468818451179,700.0
760345702,739783171,Brain Observatory 1.1,V1,92.0,45.0,40.0,48.928250000000006,0.0,-3.333000000000005,5.0,5.67442730129651,85.92800909269002,73.54043570031058,6.531915207118968,400.0
760693773,738651054,Brain Observatory 1.1,AL,167.0,75.0,50.7895,86.0,-17.272999999999996,-25.0,-5.0,16.670228822664672,603.1700397361662,461.4350642882905,-248.64756491162248,600.0
