outcome,area,session_id,cohort,n_hva_available,n_hva_matched,hva_discarded_fraction,n_v1_candidates,n_unique_v1_matched,mean_match_distance_deg,smd_azimuth_before,smd_azimuth_after,smd_elevation_before,smd_elevation_after
log10_f1_f0,LM,755434585,Brain Observatory 1.1,24,22,0.08333333333333337,128,14,2.8360143906660977,0.8834845162046567,0.15592936397608856,0.2863875560762518,0.11426770299283748
log10_f1_f0,RL,755434585,Brain Observatory 1.1,8,6,0.25,128,5,5.938746197486245,-0.8119898383681811,0.168117210468432,-1.2354438543147503,-0.38853643584944897
log10_f1_f0,AL,755434585,Brain Observatory 1.1,9,6,0.33333333333333337,128,4,6.827218193047655,0.48847654626359516,0.15954580142913727,2.8698407004113866,0.6721285828080681
log10_f1_f0,PM,755434585,Brain Observatory 1.1,43,27,0.37209302325581395,128,10,5.5696031134777035,-1.362857281010991,-0.03503918258190385,1.790044904321297,0.3639516974004652
log10_f1_f0,AM,755434585,Brain Observatory 1.1,56,53,0.0535714285714286,128,25,3.6416177023189626,-0.19603190006897206,0.007667900829056034,-0.714164071279997,-0.14838889652383655
log10_f1_f0,LM,756029989,Brain Observatory 1.1,11,8,0.2727272727272727,85,4,5.20226940414535,-0.7044746334332503,-0.27542883525086465,1.0672065271726698,-0.04582855415729786
log10_f1_f0,AL,756029989,Brain Observatory 1.1,12,9,0.25,85,4,5.202201894150901,0.8845634582064421,0.163640300552233,1.2556314149181096,0.12339994919029222
log10_f1_f0,PM,756029989,Brain Observatory 1.1,8,6,0.25,85,4,6.947701098666594,-0.7564811572468851,0.12182843023443987,1.0642363557452845,0.33138895520128986
log10_f1_f0,AM,756029989,Brain Observatory 1.1,52,51,0.019230769230769273,85,29,3.0260139973507787,0.15916216893002075,0.0015972436179128536,-0.6276573719076594,-0.17874039991815288
log10_f1_f0,LM,757216464,Brain Observatory 1.1,44,39,0.11363636363636365,134,14,4.867725413595428,1.8670855570788583,0.31881759311943225,0.471917250017829,0.11632159171688257
log10_f1_f0,RL,757216464,Brain Observatory 1.1,21,18,0.1428571428571429,134,10,4.092255878617269,-1.2273775482184852,-0.16464489921631692,-1.5020299108502373,-0.31623071900976546
log10_f1_f0,AL,757216464,Brain Observatory 1.1,27,14,0.4814814814814815,134,6,6.134841972267013,-2.1999523085597033,-0.4034683304565125,2.4912088761433147,0.13993493807614113
log10_f1_f0,AM,757216464,Brain Observatory 1.1,14,12,0.1428571428571429,134,10,3.981257647969969,1.5434552987901682,0.22273926332300592,0.14826472702909602,-0.059794020425867664
log10_f1_f0,RL,757970808,Brain Observatory 1.1,59,53,0.10169491525423724,140,31,2.8531324290097313,-0.9331615738657095,0.006397415667681469,-0.6259677679837545,-0.1839756958842879
log10_f1_f0,AL,757970808,Brain Observatory 1.1,6,6,0.0,140,5,4.037975700181213,-0.6702763525159202,-0.001168961426885874,0.872086847475013,0.1369377413265213
log10_f1_f0,AM,757970808,Brain Observatory 1.1,39,36,0.07692307692307687,140,14,4.30881846195589,0.5193331566465194,0.03631182330524408,-1.5407606391467026,-0.44783495251641225
log10_f1_f0,AL,758798717,Brain Observatory 1.1,47,42,0.1063829787234043,79,14,4.462644096993001,0.3537828668013225,0.08028831324966756,-1.0725415482162213,-0.24743460147310736
log10_f1_f0,PM,758798717,Brain Observatory 1.1,6,6,0.0,79,4,4.871808327843705,-1.404570286905988,-0.2818556672448803,1.6069759382014666,0.22356929600859607
log10_f1_f0,AM,758798717,Brain Observatory 1.1,16,11,0.3125,79,10,2.1582731872387217,0.9954623951490448,0.018645494597870002,0.8405906533004143,0.2686979797983684
log10_f1_f0,AL,759883607,Brain Observatory 1.1,12,7,0.41666666666666663,81,7,2.9870856214245882,0.4900760200651337,-0.14648391189289084,-0.6633972713100802,-0.2335692669820594
log10_f1_f0,PM,759883607,Brain Observatory 1.1,71,63,0.11267605633802813,81,23,2.903652457556789,-0.010001117502028967,0.018042338547073808,1.0465594449948639,0.18277379180061698
log10_f1_f0,AM,759883607,Brain Observatory 1.1,64,51,0.203125,81,23,3.3238707951903237,-0.881619394730432,-0.09778049959393824,-0.4243910965061456,-0.17474145516028133
log10_f1_f0,LM,760345702,Brain Observatory 1.1,25,11,0.56,89,9,5.347350546591567,-0.4008432378948731,0.057093527090717286,2.1288996182634223,0.2985484073892213
log10_f1_f0,AL,760345702,Brain Observatory 1.1,46,43,0.06521739130434778,89,19,3.2564106554029997,0.09885945930403324,-0.0764189653073551,-1.6664890016747063,-0.33741189707497404
log10_f1_f0,PM,760345702,Brain Observatory 1.1,53,50,0.05660377358490565,89,19,3.641115269350515,-1.1200413181546829,-0.05814290599658015,0.8189057400322982,0.13859363842671563
log10_f1_f0,AM,760345702,Brain Observatory 1.1,20,18,0.09999999999999998,89,12,3.433260196372893,0.5496560012113731,0.04321764936900469,-0.6267708622543062,-0.0869312092856102
log10_f1_f0,RL,760693773,Brain Observatory 1.1,22,21,0.045454545454545414,137,5,4.369494445300046,-2.1475177259085148,-0.14470502781063196,-1.5738024989416128,0.03577000729298625
log10_f1_f0,AL,760693773,Brain Observatory 1.1,18,13,0.2777777777777778,137,11,4.300618655788547,0.1851605737714618,0.07196412917133618,-0.26766869397213783,-0.13764880893954076
log10_f1_f0,PM,760693773,Brain Observatory 1.1,63,63,0.0,137,34,2.605570848531387,-0.18213804660667965,-0.012150207084866506,0.7249494337231468,0.09241082538856617
log10_f1_f0,AM,760693773,Brain Observatory 1.1,38,37,0.02631578947368418,137,22,3.785180544968713,-0.3788897373632777,-0.03836556573440113,-0.258715982214845,-0.14808105434850913
log10_f1_f0,RL,761418226,Brain Observatory 1.1,10,10,0.0,52,7,3.976356375909796,-1.5320451101220602,-0.032922150231902265,-0.6518988060028231,-0.3650280987310804
log10_f1_f0,AL,761418226,Brain Observatory 1.1,13,10,0.23076923076923073,52,8,3.4646828554887876,0.07652238367477086,-0.00364171630796408,0.4303967050972835,0.07819581261555265
log10_f1_f0,PM,761418226,Brain Observatory 1.1,14,14,0.0,52,5,4.662072530035156,-0.9789702190375567,0.3304403905459042,1.8866337990214612,0.062163047518464506
log10_f1_f0,AM,762120172,Brain Observatory 1.1,17,16,0.05882352941176472,117,11,3.6665624568970943,-0.7253540799501262,-0.014838760168293223,0.07780001242215488,-0.1801442741817197
log10_f1_f0,RL,762602078,Brain Observatory 1.1,30,19,0.3666666666666667,98,7,4.563919514265149,-1.688075606493627,-0.17217634539636548,-1.671438641157574,-0.7925649362781985
log10_f1_f0,AM,762602078,Brain Observatory 1.1,22,17,0.2272727272727273,98,11,4.159477644401198,-1.2308557851575976,-0.06801849114224336,-1.032129363573065,-0.20234836531960196
log10_f1_f0,LM,763673393,Brain Observatory 1.1,10,10,0.0,96,6,3.489684738410863,-0.7743219539101401,0.025834241710884207,-0.8754369958437133,-0.29642417938593185
log10_f1_f0,AM,763673393,Brain Observatory 1.1,23,23,0.0,96,18,3.8000486500750554,0.5385625708594141,0.03146302247325997,-0.31046017127255765,-0.00759414102590544
log10_f1_f0,LM,766640955,Functional Connectivity,32,28,0.125,67,12,3.265546926278182,0.7172064294179281,0.1314678019494627,-0.15491007519003622,-0.00036492393512307036
log10_f1_f0,AL,766640955,Functional Connectivity,5,5,0.0,67,5,5.128055886560041,-0.6572017700757077,-0.19622316210600527,-0.7831800264963457,-0.4671596621887252
log10_f1_f0,AM,766640955,Functional Connectivity,17,12,0.2941176470588235,67,6,4.937991024772955,-0.21369464481935543,0.01759278044755617,1.8084539171993668,0.12275806845444062
log10_f1_f0,AL,767871931,Functional Connectivity,22,20,0.09090909090909094,137,6,4.594398284337966,0.24472211222109141,0.01386660446442831,-1.1550800346471952,-0.34060741931221056
log10_f1_f0,PM,767871931,Functional Connectivity,6,6,0.0,137,2,5.69661851070605,-4.073463151062556,-2.0326133783127025,1.7869042352848903,0.19394321531547434
log10_f1_f0,AM,767871931,Functional Connectivity,17,17,0.0,137,12,4.448038736484466,-0.22556624535738598,0.058602586000048876,-0.9020285565512262,-0.26099707032638436
log10_f1_f0,LM,768515987,Functional Connectivity,50,49,0.020000000000000018,92,27,2.552638866307154,-0.3662820458119446,-0.039080927123638504,-0.449362982664379,-0.04274725704357202
log10_f1_f0,AL,768515987,Functional Connectivity,45,32,0.28888888888888886,92,16,3.869300005830474,0.7784602008602353,0.022512139482462928,1.582784482064543,0.2584631405616824
log10_f1_f0,AM,768515987,Functional Connectivity,31,31,0.0,92,21,3.275012277235455,-0.17670982036908162,-0.01867994966209317,-0.3919664090552585,0.02548276641209835
log10_f1_f0,AL,771160300,Functional Connectivity,16,16,0.0,131,13,2.76981271914008,0.14364100810980723,0.06925475624802926,-0.1341708459514804,0.07536577195540128
log10_f1_f0,PM,771160300,Functional Connectivity,6,5,0.16666666666666663,131,5,2.0711252384405396,0.9603815749247319,0.012638071737272421,1.017217842522278,0.388609385392411
log10_f1_f0,AM,771160300,Functional Connectivity,69,63,0.08695652173913049,131,33,2.7362308595245146,-0.057380307162507395,0.004881677548518755,1.0194524988031088,0.12792506674787635
log10_f1_f0,PM,771990200,Functional Connectivity,18,17,0.05555555555555558,94,12,3.685259798274808,-0.995841072120644,-0.02776732245368274,1.1297736577821906,0.040666274795230474
log10_f1_f0,AM,771990200,Functional Connectivity,25,25,0.0,94,21,3.1263547799522633,0.41754154577031644,0.059058322358448184,0.8521727262804721,0.15253760625977006
log10_f1_f0,AL,773418906,Brain Observatory 1.1,23,15,0.34782608695652173,89,8,5.026930832476227,-0.40003989873462126,-0.07827786455492791,0.3327284092465741,0.03287350298801321
log10_f1_f0,AM,773418906,Brain Observatory 1.1,17,17,0.0,89,10,4.227741484472419,-0.6695045102858191,-0.0021886056691373178,-0.22181251647726513,0.047627690684016025
log10_f1_f0,LM,774875821,Functional Connectivity,69,69,0.0,129,36,2.0960227119280592,0.5346866114660102,0.011866690800884813,0.19693065975210644,0.01770858142695255
log10_f1_f0,RL,774875821,Functional Connectivity,8,8,0.0,129,7,5.971866087485346,-1.0205923124388154,-0.12827512867659882,-0.7589110016672768,-0.3555979981753242
log10_f1_f0,AL,774875821,Functional Connectivity,30,29,0.033333333333333326,129,16,3.616264539559543,0.6517157921013962,0.0721779526655385,0.5381539288430932,-0.01716452090969496
log10_f1_f0,AM,774875821,Functional Connectivity,50,50,0.0,129,31,2.8033047865078005,-0.32050087173751596,-0.02169380914837656,0.7824331344473585,0.07928365579852568
log10_f1_f0,LM,778240327,Functional Connectivity,55,52,0.054545454545454564,122,26,2.42564178654068,0.4261422337945264,0.03233767830356322,-0.14667348124267032,-0.03867578260271666
log10_f1_f0,RL,778240327,Functional Connectivity,10,10,0.0,122,3,8.264003301992222,-1.5395561288319228,-0.3625125408005698,-3.45279946832997,-3.7510857753560876
log10_f1_f0,AL,778240327,Functional Connectivity,44,43,0.022727272727272707,122,17,4.497311087518148,1.0831840486779312,0.07551569705348077,0.5795568925997996,0.029127804020791844
log10_f1_f0,AM,778240327,Functional Connectivity,45,38,0.15555555555555556,122,16,4.214380714237625,-0.4224805591838393,-0.049112892712448564,1.96258109988996,0.5085436737256229
log10_f1_f0,RL,778998620,Functional Connectivity,17,15,0.11764705882352944,113,10,4.326475559065431,-0.44496459063534743,-0.04065821375797372,0.5735547803151249,0.15893798407558438
log10_f1_f0,PM,778998620,Functional Connectivity,26,15,0.42307692307692313,113,8,5.41772887778283,-0.7618993437280847,-0.023594646022784712,1.7557203323775918,0.10316743502698215
log10_f1_f0,AM,778998620,Functional Connectivity,19,14,0.26315789473684215,113,6,3.345364188791797,0.3948035815782817,-0.03602706371293909,0.002844706973804418,-0.04001746780331723
log10_f1_f0,AL,781842082,Functional Connectivity,48,34,0.29166666666666663,95,14,4.85722436076499,1.2569052903159557,0.3200470312314645,-0.11602892917622476,-0.08451528012147204
log10_f1_f0,AM,781842082,Functional Connectivity,52,49,0.05769230769230771,95,29,3.5034948590891735,0.02886958302915988,0.06798145553560721,-0.039021079340398154,-0.017225655420505026
log10_f1_f0,RL,786091066,Functional Connectivity,27,26,0.03703703703703709,121,14,3.655733950968762,-1.0327503783665684,-0.16361796349867597,-0.827098550158257,-0.21591973584885377
log10_f1_f0,AL,786091066,Functional Connectivity,28,27,0.0357142857142857,121,16,3.799505462206137,0.3205275727277656,-0.02165330416765741,-0.0043373004378374005,-0.02244299347897101
log10_f1_f0,PM,786091066,Functional Connectivity,32,30,0.0625,121,14,4.499445686683353,-0.6589379551664722,-0.004428775601620494,1.2932206669656297,0.04123384317864974
log10_f1_f0,AM,786091066,Functional Connectivity,59,59,0.0,121,31,3.5271847241716103,0.008497865080404912,-0.02558648040976274,-0.6952607136025698,-0.18223449325132926
log10_f1_f0,AM,787025148,Functional Connectivity,37,32,0.1351351351351351,97,18,3.9643457006555507,0.07512606429283944,0.10705051415201314,0.9177705078920139,0.08254474444328316
log10_f1_f0,LM,789848216,Functional Connectivity,8,6,0.25,25,4,2.6998386052063115,1.5636824356167198,0.22619651781082561,0.48588032810905635,1.1124831713336854
log10_f1_f0,RL,789848216,Functional Connectivity,28,26,0.0714285714285714,25,10,2.9885454506921665,0.01032825014690202,0.008542501019107149,-0.5546886776446486,-0.18113422596211676
log10_f1_f0,LM,791319847,Brain Observatory 1.1,16,15,0.0625,116,12,4.128311918983277,-0.07766329143315627,0.0017438751492798393,-0.3766566795366202,-0.17608694917264717
log10_f1_f0,RL,791319847,Brain Observatory 1.1,39,35,0.10256410256410253,116,14,3.9568165822699006,-1.8850684554215118,-0.05942080282892952,-1.401407245063779,-0.4695085567277911
log10_f1_f0,AL,791319847,Brain Observatory 1.1,9,9,0.0,116,8,4.628009743942608,-0.2640896909787543,-0.06595834406496147,-0.41830684890635933,0.17659892867858884
log10_f1_f0,AM,791319847,Brain Observatory 1.1,38,35,0.07894736842105265,116,19,3.990463399144492,-0.39031649029995746,-0.02096310391459229,0.7151250379816866,0.03227469889648363
log10_f1_f0,RL,793224716,Functional Connectivity,9,9,0.0,121,5,3.617557730995891,-1.391135611147411,-0.0031287649564088527,-1.4599239220570748,-0.45218889817533714
log10_f1_f0,AL,793224716,Functional Connectivity,49,48,0.020408163265306145,121,22,2.9191678909643834,0.5584668047836013,0.04540947002835923,-0.1610816722030883,-0.0814192112644449
log10_f1_f0,LM,794812542,Functional Connectivity,18,17,0.05555555555555558,102,8,5.598685448862455,0.7342296204876189,0.3355267351108113,-2.2155275849056597,-0.7212951044818549
log10_f1_f0,AL,794812542,Functional Connectivity,26,21,0.1923076923076923,102,9,3.8062950879572264,2.898126025178298,0.600442643841779,-0.8411600991307104,-0.30551461829914706
log10_f1_f0,AM,794812542,Functional Connectivity,59,58,0.016949152542372836,102,25,3.631618986670239,0.041854264254922634,0.008780476681832579,1.0541955657413635,0.10972126905026046
log10_f1_f0,AL,797828357,Brain Observatory 1.1,18,17,0.05555555555555558,102,9,4.56469834750723,0.5446906110212139,0.14358904465129996,-0.23023791173878533,-0.0023180087827204218
log10_f1_f0,AM,797828357,Brain Observatory 1.1,34,26,0.23529411764705888,102,15,4.8237572004719675,0.7333549441589654,-0.007631897650490867,1.465856359131353,0.27377714153456045
log10_f1_f0,LM,798911424,Brain Observatory 1.1,38,32,0.1578947368421053,118,11,5.03799154147941,-1.2067379927119068,-0.16304550212054802,-1.7357429059239626,-0.17229987984810072
log10_f1_f0,RL,798911424,Brain Observatory 1.1,14,13,0.0714285714285714,118,7,2.2254012099932767,-1.1016657489235717,-0.07909412533311994,-1.9369809829473348,-0.047115141110831954
log10_f1_f0,AL,798911424,Brain Observatory 1.1,55,48,0.12727272727272732,118,16,5.010474075729707,1.229806225151239,0.2543369604217084,0.1341613152173538,0.08150095354681797
log10_f1_f0,AM,798911424,Brain Observatory 1.1,54,45,0.16666666666666663,118,19,4.50763448295434,0.013917518864422678,0.024695023616251213,1.0629695704647526,0.07156463200212988
log10_f1_f0,LM,799864342,Brain Observatory 1.1,16,14,0.125,116,10,4.622239532448199,-0.8341988258041736,-0.0051555549037887415,-0.4101649289418538,-0.2189415829538548
log10_f1_f0,RL,799864342,Brain Observatory 1.1,20,19,0.050000000000000044,116,14,3.7994630424897777,-0.8429487362958528,-0.014586579694349858,-0.3799435398771608,-0.12653836593384402
log10_f1_f0,AL,799864342,Brain Observatory 1.1,8,7,0.125,116,6,6.177096635248555,1.0532625411645906,0.3150068573898503,0.8091960869197989,0.1896994594239397
log10_f1_f0,LM,816200189,Functional Connectivity,43,41,0.046511627906976716,87,20,2.3268726795168955,0.545657527453859,-0.024932627555083037,-0.3412825339145922,-0.040020197284267395
log10_f1_f0,PM,816200189,Functional Connectivity,11,10,0.09090909090909094,87,6,3.4831195917490105,0.3535555412601431,0.022961682868421596,-0.7828690347839418,-0.27958544673133684
log10_f1_f0,AM,816200189,Functional Connectivity,5,5,0.0,87,4,2.774883014881182,0.8160391079509072,0.02618466693550709,-1.555516059580373,-0.3544545155986098
log10_f1_f0,LM,821695405,Functional Connectivity,35,15,0.5714285714285714,37,8,3.879301818927622,-0.9960292667943871,-0.28540537761152285,2.1855357323686673,0.2832000768262862
log10_f1_f0,AL,821695405,Functional Connectivity,22,11,0.5,37,7,5.871463335730106,-0.8385200418760955,-0.27223311070339345,2.1750810392514177,0.47268854619530937
log10_f1_f0,PM,821695405,Functional Connectivity,24,24,0.0,37,14,3.013863843236583,-0.655691291668767,0.04253186877670737,-0.7319082157029979,-0.11861712118577089
log10_f1_f0,AM,821695405,Functional Connectivity,34,25,0.2647058823529411,37,16,2.8571088964638136,-0.5015902828626915,-0.02745077516351706,0.8183408431760468,0.07937523257154615
log10_f1_f0,LM,829720705,Functional Connectivity,73,60,0.17808219178082196,62,18,4.148821943672975,-0.13951816747588816,-0.049975911490318,0.9045016176124898,0.11364549505003116
log10_f1_f0,AL,829720705,Functional Connectivity,6,6,0.0,62,5,3.799336119217982,0.05990236592927603,0.0458660820109854,-0.18083138321775563,0.04808504220831798
log10_f1_f0,AM,829720705,Functional Connectivity,39,31,0.20512820512820518,62,16,3.371708237292027,-0.6458955584180839,-0.12289772105690656,1.2489976272328311,0.28942781734862866
log10_f1_f0,AL,831882777,Functional Connectivity,70,67,0.042857142857142816,70,21,3.7905340122749673,0.3318984521413573,-0.05566622353116459,1.188335304189032,0.24190000368220868
log10_f1_f0,PM,831882777,Functional Connectivity,10,8,0.19999999999999996,70,6,3.4482204409930945,-0.22412985313855693,-0.14689000531338353,1.0836933533565716,0.23300062139594163
log10_f1_f0,AM,831882777,Functional Connectivity,39,34,0.1282051282051282,70,13,4.483513137010378,-0.0977204406150219,-0.048065545503441595,1.1759307288288687,0.22987044762504272
log10_f1_f0,LM,835479236,Functional Connectivity,74,73,0.013513513513513487,66,23,4.155856143709849,-1.117783568834287,-0.14065713438044297,0.13794351560728957,0.018468933417209118
log10_f1_f0,RL,835479236,Functional Connectivity,20,18,0.09999999999999998,66,10,5.0519945319103865,-1.5300943444008506,-0.012366100011423731,-0.9449627672797769,-0.18399652238714712
log10_f1_f0,LM,839068429,Functional Connectivity,14,14,0.0,95,5,4.959081629613412,-2.5963914829336936,-0.3847142560307084,3.2703770686623543,0.2741993318075082
log10_f1_f0,RL,839068429,Functional Connectivity,6,6,0.0,95,3,6.485919942821152,-2.629118368574436,-0.614914029135102,-1.4006644307693468,-0.15682027828729034
log10_f1_f0,PM,839068429,Functional Connectivity,29,21,0.27586206896551724,95,13,4.919303418463568,0.2663488693874294,0.07842284921221876,1.2055713325924595,0.06373644497296044
log10_f1_f0,AM,839068429,Functional Connectivity,13,12,0.07692307692307687,95,11,2.9840699892521463,-1.6072391805716237,-0.09071601772202138,0.5993774009492637,-0.02291233603697691
log10_f1_f0,LM,840012044,Functional Connectivity,50,49,0.020000000000000018,75,15,4.164319336076991,-1.3317360315288371,-0.14951350325400495,1.4074971087668946,0.11661535193282876
log10_f1_f0,RL,840012044,Functional Connectivity,47,42,0.1063829787234043,75,7,5.164713273780046,-0.9500706664334239,-0.02149449757298711,2.4339087617453496,0.1948766878825677
log10_f1_f0,PM,840012044,Functional Connectivity,63,60,0.04761904761904767,75,23,4.186451850848914,-0.80534900236569,-0.03880295913400822,1.1588011785898715,0.057531153720466875
log10_f1_f0,AM,840012044,Functional Connectivity,33,30,0.09090909090909094,75,13,3.86074742651584,0.5521617365962279,0.05380295663366738,1.4268574147878441,0.14250203412050938
log10_f1_f0,LM,847657808,Functional Connectivity,52,51,0.019230769230769273,76,14,3.641899929441094,1.3928763743862647,0.14607613282617857,-0.055684757674962185,-0.07873427575469608
log10_f1_f0,RL,847657808,Functional Connectivity,28,24,0.1428571428571429,76,11,4.601647492529213,-0.7741305797672006,0.002515307242334224,-1.176084047310811,-0.5167722906250402
log10_f1_f0,AL,847657808,Functional Connectivity,5,5,0.0,76,5,5.815923851630639,1.056912000985441,0.21486950984258438,0.5264812887093907,0.06812817889647878
log10_f1_f0,PM,847657808,Functional Connectivity,8,8,0.0,76,6,2.717475523629145,1.0988942033239628,-0.10294912131264819,-0.11104154961074342,0.001053419742854529
log10_f1_f0,AM,847657808,Functional Connectivity,35,23,0.34285714285714286,76,11,4.832670309355893,-1.378304828164165,-0.0005412996235072617,0.9030883521520235,0.3413735845148884
timescale_ms,LM,719161530,Brain Observatory 1.1,16,9,0.4375,16,3,4.793591615518571,0.8003336811177018,-0.11660966371658192,1.5086027409446185,0.3107817299957201
timescale_ms,AM,721123822,Brain Observatory 1.1,8,6,0.25,10,4,4.905231832371871,-0.2804507844092618,0.05747818220040441,-0.5666485065919284,-0.4367583755029676
timescale_ms,PM,732592105,Brain Observatory 1.1,26,23,0.11538461538461542,57,13,3.0360996762200347,0.5710016214024723,0.07877701622198889,-0.9726014853013718,-0.1682208884477805
timescale_ms,LM,739448407,Brain Observatory 1.1,22,17,0.2272727272727273,14,6,5.593024206796834,0.26238995491099454,-0.10791271179390403,1.0690626367804323,0.46145073714950435
timescale_ms,RL,746083955,Brain Observatory 1.1,22,18,0.18181818181818177,28,8,3.9432833276861876,-1.4214038003469645,0.0646921024827289,-0.870646112189884,-0.6909337435324026
timescale_ms,PM,746083955,Brain Observatory 1.1,32,30,0.0625,28,15,3.822517475312277,0.12857246115893,0.09624435351912551,-0.0004071135618779374,0.041193198150975066
timescale_ms,PM,754312389,Brain Observatory 1.1,12,11,0.08333333333333337,36,8,3.0513880811268908,-0.6858791285212821,0.07631951082638874,0.5851548246931049,-0.009523301562548304
timescale_ms,AM,754312389,Brain Observatory 1.1,15,14,0.06666666666666665,36,8,5.096856399531125,0.4334766100763584,-0.022825217479636492,-1.2385143144847313,-0.39017786625983547
timescale_ms,AM,755434585,Brain Observatory 1.1,16,10,0.375,30,5,5.41530126269336,0.3028003231952223,-0.1447614382814907,-1.5378505334931325,-0.5796042205404247
timescale_ms,AM,756029989,Brain Observatory 1.1,8,7,0.125,24,5,4.615468359644369,-0.29201211444851155,-0.21123550100150765,-0.7690431494321452,-0.7159316500023669
timescale_ms,LM,757216464,Brain Observatory 1.1,15,13,0.1333333333333333,31,6,5.494144727850441,1.389812516166978,0.4174523346196981,0.47078692670680183,-0.11002094901287518
timescale_ms,RL,757970808,Brain Observatory 1.1,23,19,0.17391304347826086,24,12,4.168828267939068,-0.8001975088384479,0.05989755112940871,-0.5906391148065842,-0.13356207473911383
timescale_ms,AM,757970808,Brain Observatory 1.1,12,10,0.16666666666666663,24,5,5.803701603555062,0.8655456642464173,0.23498254332658863,-1.2442792827596532,-0.13160012087474313
timescale_ms,AL,758798717,Brain Observatory 1.1,16,9,0.4375,16,3,6.077858436608356,0.8222344485926946,0.3051018062496319,-1.0818892451572852,-1.4005116823101162
timescale_ms,PM,759883607,Brain Observatory 1.1,40,35,0.125,24,12,4.807998637986032,-0.04003593116160363,0.05778585575153897,0.9740858382139396,0.2641973366677898
timescale_ms,AM,759883607,Brain Observatory 1.1,33,26,0.21212121212121215,24,9,4.347248944906173,-0.7530498504052023,-0.17339343689138823,-0.7915772338666475,-0.39714656525240283
timescale_ms,LM,760345702,Brain Observatory 1.1,15,6,0.6,31,5,4.884083089327249,-0.2589417571154111,0.10259950299071086,2.787719687038014,0.48141606287095606
timescale_ms,AL,760345702,Brain Observatory 1.1,20,18,0.09999999999999998,31,9,4.895328100824231,-0.21673386564291885,-0.24082233418014,-1.8723336508707547,-0.7449389530221817
timescale_ms,PM,760345702,Brain Observatory 1.1,20,16,0.19999999999999996,31,7,4.820790152859761,-0.8521806192868716,-0.0014603233429929814,0.7123371040696246,0.011362857882952897
timescale_ms,AM,760345702,Brain Observatory 1.1,9,7,0.2222222222222222,31,4,4.64495818016922,1.5156880588948696,0.43316804260544783,-0.6921772522827071,-0.03995690038122646
timescale_ms,AL,760693773,Brain Observatory 1.1,11,5,0.5454545454545454,39,3,6.271057992921719,0.2816367839911201,0.13924069399630243,-0.20466222088500413,-0.40647085104511327
timescale_ms,PM,760693773,Brain Observatory 1.1,9,8,0.11111111111111116,39,4,3.5294349788755386,-0.05475242281221089,0.09615758916755764,0.5394294439930584,-0.012527219438657075
timescale_ms,AM,760693773,Brain Observatory 1.1,10,10,0.0,39,8,4.947316916914159,0.3206843001141414,0.06328218259230972,-0.8670639230873431,-0.4106101798034672
timescale_ms,AL,761418226,Brain Observatory 1.1,8,5,0.375,30,4,6.363390085030364,0.05281333492976066,-0.013275521292243363,0.1606070988209517,0.6691300139691954
timescale_ms,AM,762120172,Brain Observatory 1.1,10,9,0.09999999999999998,44,6,4.524129926136128,-0.6757845963549773,-0.10785144845239353,0.15819208416537495,-0.20568476073556977
timescale_ms,LM,766640955,Functional Connectivity,14,10,0.2857142857142857,33,5,3.4406122704468345,0.5551084690280037,0.1607329676080975,0.11884793718324436,0.1624850594591789
timescale_ms,AL,767871931,Functional Connectivity,9,8,0.11111111111111116,56,3,7.293682128494805,0.6852291845933188,0.02605014867029008,-0.787837711014437,-3.2281080901193304
timescale_ms,PM,767871931,Functional Connectivity,5,5,0.0,56,1,6.3841792218885045,-4.315030153683788,-4.797335893122782,3.807337327352118,0.7170914661465103
timescale_ms,AM,767871931,Functional Connectivity,9,6,0.33333333333333337,56,6,4.481679672428487,-0.5235159425981616,-0.24552248361922582,-1.0689116580430287,-0.6285393571099532
timescale_ms,LM,768515987,Functional Connectivity,18,15,0.16666666666666663,25,9,5.5877319870230036,0.19586555218076987,0.1880633177297124,-0.5399442967950683,0.058433468040247454
timescale_ms,AL,768515987,Functional Connectivity,26,13,0.5,25,6,6.790197732823377,1.1520681631592133,0.0751050695056674,1.2358337718647208,0.36854222654546814
timescale_ms,AM,768515987,Functional Connectivity,9,8,0.11111111111111116,25,8,4.4994722570076835,0.1206152651392174,-0.026635188146250707,-0.9666561527962,-0.39592094303123804
timescale_ms,AM,771160300,Functional Connectivity,6,5,0.16666666666666663,27,5,3.7412616739464384,0.04416668708774261,0.06489817291008675,0.40194152541244,-0.09594789741239927
timescale_ms,AM,773418906,Brain Observatory 1.1,6,5,0.16666666666666663,19,4,7.333196389957299,-0.45584457913688636,0.11962696227615169,-1.1006201768643415,-1.0644558649579883
timescale_ms,LM,774875821,Functional Connectivity,38,37,0.02631578947368418,48,17,3.1902301443502727,0.6398307675598617,0.0608210518671107,0.13113870868029825,0.06874890402793038
timescale_ms,AL,774875821,Functional Connectivity,17,10,0.4117647058823529,48,9,2.671118919724346,0.786359088258071,0.021638768295464295,0.6053820626642986,0.2793561846971058
timescale_ms,AM,774875821,Functional Connectivity,24,24,0.0,48,16,2.9798457938863065,-0.51554788890911,-0.03194923284620112,0.45828823587184464,0.07152391180493697
timescale_ms,LM,778240327,Functional Connectivity,24,17,0.29166666666666663,26,8,3.663420118945541,0.8310953196515151,0.11470059349262861,-0.38061010018112373,-0.2540812859929176
timescale_ms,AL,778240327,Functional Connectivity,20,9,0.55,26,4,6.595537504387789,1.7287690266711935,0.37515202725491176,0.7826515320629973,0.46859414927407206
